000.010	-000.004	000.009	011.092	012.028	000.015;
000.004	-000.003	000.009	011.092	012.028	000.015;
000.004	-000.002	000.009	011.094	012.026	000.015;
000.018	-000.003	000.009	011.094	012.026	000.015;
000.011	-000.005	000.009	011.094	012.026	000.015;
000.011	-000.006	000.009	011.094	012.026	000.015;
000.002	-000.005	000.009	011.094	012.026	000.015;
000.002	-000.005	000.008	011.094	012.026	000.015;
000.007	-000.005	000.008	011.094	012.026	000.015;
000.021	-000.005	000.008	011.094	012.026	000.015;
000.010	-000.005	000.008	011.094	012.026	000.015;
000.008	-000.006	000.008	011.094	012.026	000.015;
000.002	-000.006	000.008	011.094	012.026	000.015;
000.008	-000.005	000.008	011.094	012.026	000.015;
000.018	-000.004	000.008	011.096	012.024	000.015;
000.009	-000.006	000.008	011.094	012.026	000.015;
000.005	-000.005	000.008	011.094	012.026	000.015;
000.001	-000.004	000.008	011.096	012.024	000.015;
000.018	-000.006	000.008	011.096	012.024	000.015;
000.017	-000.005	000.008	011.096	012.024	000.015;
000.011	-000.004	000.008	011.094	012.026	000.015;
000.001	-000.004	000.008	011.094	012.026	000.015;
000.001	-000.004	000.008	011.096	012.024	000.015;
000.022	-000.004	000.008	011.096	012.024	000.015;
000.017	-000.004	000.008	011.096	012.024	000.015;
000.011	-000.005	000.008	011.094	012.026	000.015;
000.002	-000.005	000.008	011.094	012.026	000.015;
000.011	-000.004	000.008	011.096	012.024	000.015;
000.025	-000.005	000.008	011.096	012.024	000.015;
000.015	-000.005	000.008	011.094	012.026	000.015;
000.006	-000.005	000.008	011.094	012.026	000.015;
000.001	-000.004	000.008	011.094	012.026	000.015;
000.016	-000.006	000.008	011.096	012.024	000.015;
000.017	-000.004	000.008	011.094	012.026	000.015;
000.016	-000.004	000.008	011.094	012.026	000.015;
000.002	-000.006	000.008	011.094	012.026	000.015;
000.001	-000.005	000.008	011.094	012.026	000.015;
000.020	-000.004	000.008	011.096	012.024	000.015;
000.014	-000.007	000.008	011.094	012.026	000.015;
000.010	-000.006	000.008	011.094	012.026	000.015;
000.004	-000.005	000.008	011.094	012.026	000.015;
000.009	-000.004	000.008	011.096	012.024	000.015;
000.019	-000.005	000.008	011.096	012.024	000.015;
000.014	-000.005	000.008	011.094	012.026	000.015;
000.001	-000.004	000.008	011.094	012.026	000.015;
000.007	-000.006	000.008	011.096	012.024	000.015;
000.011	-000.006	000.008	011.096	012.024	000.015;
000.012	-000.005	000.008	011.096	012.024	000.015;
000.009	-000.005	000.008	011.096	012.024	000.015;
000.004	-000.005	000.008	011.096	012.024	000.015;
000.015	-000.005	000.008	011.096	012.024	000.015;
000.010	-000.005	000.008	011.096	012.024	000.015;
000.010	-000.006	000.008	011.096	012.024	000.015;
000.003	-000.006	000.008	011.096	012.024	000.015;
000.005	-000.005	000.008	011.096	012.024	000.015;
000.019	-000.005	000.008	011.096	012.024	000.015;
000.019	-000.005	000.008	011.096	012.024	000.015;
000.007	-000.004	000.008	011.096	012.024	000.015;
000.010	-000.005	000.008	011.096	012.024	000.015;
000.003	-000.006	000.008	011.096	012.024	000.015;
000.012	-000.005	000.008	011.096	012.024	000.015;
000.019	-000.004	000.008	011.096	012.024	000.015;
000.010	-000.005	000.008	011.096	012.024	000.015;
000.002	-000.005	000.008	011.096	012.024	000.015;
000.003	-000.005	000.008	011.096	012.024	000.015;
000.020	-000.005	000.008	011.096	012.024	000.015;
000.016	-000.005	000.008	011.096	012.024	000.015;
000.012	-000.004	000.008	011.096	012.024	000.015;
000.000	-000.006	000.008	011.096	012.024	000.015;
000.010	-000.006	000.008	011.096	012.024	000.015;
000.022	-000.005	000.008	011.096	012.024	000.015;
000.019	-000.006	000.008	011.096	012.024	000.015;
000.005	-000.006	000.008	011.096	012.024	000.015;
000.001	-000.005	000.008	011.096	012.024	000.015;
000.020	-000.004	000.008	011.096	012.024	000.015;
000.015	-000.006	000.008	011.096	012.024	000.015;
000.015	-000.006	000.008	011.096	012.024	000.015;
000.002	-000.005	000.008	011.096	012.024	000.015;
000.004	-000.005	000.008	011.096	012.024	000.015;
000.017	-000.006	000.008	011.096	012.024	000.015;
000.013	-000.005	000.008	011.096	012.024	000.015;
000.010	-000.006	000.008	011.096	012.024	000.015;
000.002	-000.007	000.008	011.096	012.024	000.015;
000.010	-000.008	000.008	011.096	012.024	000.015;
000.017	-000.007	000.008	011.096	012.024	000.015;
000.013	-000.008	000.008	011.096	012.024	000.015;
000.004	-000.008	000.008	011.096	012.024	000.015;
000.006	-000.007	000.008	011.096	012.024	000.015;
000.014	-000.008	000.008	011.096	012.024	000.015;
000.014	-000.009	000.008	011.096	012.024	000.015;
000.010	-000.009	000.008	011.096	012.024	000.015;
-000.001	-000.010	000.007	011.096	012.024	000.015;
000.008	-000.011	000.007	011.098	012.022	000.015;
000.011	-000.011	000.007	011.098	012.022	000.015;
000.007	-000.009	000.007	011.098	012.022	000.015;
000.001	-000.010	000.007	011.098	012.022	000.015;
000.005	-000.010	000.007	011.098	012.022	000.015;
000.020	-000.010	000.007	011.100	012.020	000.015;
000.012	-000.011	000.007	011.098	012.022	000.015;
000.008	-000.011	000.007	011.098	012.022	000.015;
-000.002	-000.009	000.007	011.100	012.020	000.015;
000.011	-000.009	000.006	011.100	012.020	000.015;
000.018	-000.010	000.007	011.100	012.020	000.015;
000.014	-000.01023	000.006	000.009	011.094	012.026	000.015;
000.002	000.007	000.008	011.094	012.026	000.015;
000.006	000.007	000.009	011.094	012.026	000.015;
000.002	000.008	000.008	011.094	012.026	000.015;
000.023	000.008	000.009	011.094	012.026	000.015;
000.018	000.008	000.009	011.092	012.028	000.015;
000.008	000.007	000.009	011.092	012.028	000.015;
000.000	000.008	000.009	011.092	012.028	000.015;
000.006	000.008	000.009	011.092	012.028	000.015;
000.028	000.007	000.010	011.092	012.028	000.015;
000.017	000.008	000.010	011.090	012.030	000.015;
000.011	000.009	000.010	011.090	012.030	000.015;
000.002	000.009	000.010	011.090	012.030	000.015;
000.018	000.007	000.010	011.090	012.030	000.015;
000.030	000.008	000.011	011.090	012.030	000.015;
000.015	000.008	000.011	011.088	012.032	000.015;
000.005	000.007	000.011	011.088	012.032	000.015;
000.001	000.009	000.011	011.088	012.032	000.015;
000.022	000.008	000.011	011.088	012.032	000.015;
000.022	000.006	000.011	011.086	012.034	000.015;
000.019	000.006	000.011	011.086	012.034	000.015;
000.015	000.007	000.012	011.086	012.034	000.015;
000.005	000.006	000.012	011.084	012.036	000.015;
000.010	000.006	000.012	011.084	012.036	000.015;
000.027	000.006	000.012	011.084	012.036	000.015;
000.014	000.006	000.012	011.084	012.036	000.015;
000.008	000.004	000.012	011.084	012.036	000.015;
000.007	000.004	000.012	011.084	012.036	000.015;
000.019	000.005	000.012	011.084	012.036	000.015;
000.026	000.004	000.012	011.084	012.036	000.015;
000.016	000.003	000.013	011.082	012.038	000.015;
000.010	000.003	000.012	011.082	012.038	000.015;
000.010	000.001	000.012	011.082	012.038	000.015;
000.023	000.000	000.013	011.082	012.038	000.015;
000.024	000.001	000.013	011.082	012.038	000.015;
000.010	000.001	000.013	011.080	012.040	000.015;
000.009	000.000	000.013	011.080	012.040	000.015;
000.016	-000.000	000.013	011.082	012.038	000.015;
000.016	-000.000	000.013	011.080	012.040	000.015;
000.016	-000.002	000.013	011.080	012.040	000.015;
000.005	-000.002	000.013	011.080	012.040	000.015;
000.013	-000.002	000.013	011.082	012.038	000.015;
000.017	-000.002	000.013	011.082	012.038	000.015;
000.019	-000.004	000.013	011.082	012.038	000.015;
000.016	-000.005	000.013	011.080	012.040	000.015;
000.007	-000.005	000.013	011.080	012.040	000.015;
000.014	-000.006	000.013	011.082	012.038	000.015;
000.015	-000.007	000.013	011.082	012.038	000.015;
000.024	-000.008	000.013	011.082	012.038	000.015;
000.011	-000.009	000.013	011.082	012.038	000.015;
000.011	-000.010	000.013	011.082	012.038	000.015;
000.019	-000.011	000.013	011.082	012.038	000.015;
000.015	-000.012	000.013	011.082	012.038	000.015;
000.015	-000.013	000.012	011.082	012.038	000.015;
000.008	-000.013	000.012	011.082	012.038	000.015;
000.010	-000.013	000.012	011.082	012.038	000.015;
000.021	-000.014	000.012	011.084	012.036	000.015;
000.021	-000.014	000.012	011.084	012.036	000.015;
000.008	-000.015	000.012	011.084	012.036	000.015;
000.008	-000.016	000.012	011.084	012.036	000.015;
000.009	-000.017	000.011	011.084	012.036	000.015;
000.014	-000.018	000.011	011.086	012.034	000.015;
000.023	-000.019	000.011	011.086	012.034	000.015;
000.002	-000.019	000.011	011.086	012.034	000.015;
000.011	-000.020	000.011	011.086	012.034	000.015;
000.010	-000.019	000.011	011.088	012.032	000.015;
000.021	-000.021	000.011	011.088	012.032	000.015;
000.018	-000.022	000.010	011.088	012.032	000.015;
000.018	-000.020	000.010	011.088	012.032	000.015;
000.000	-000.021	000.010	011.088	012.032	000.015;
000.013	-000.022	000.010	011.090	012.030	000.015;
000.011	-000.021	000.010	011.090	012.030	000.015;
000.024	-000.021	000.010	011.090	012.030	000.015;
000.009	-000.022	000.010	011.090	012.030	000.015;
-000.002	-000.023	000.009	011.090	012.030	000.015;
000.011	-000.022	000.009	011.092	012.028	000.015;
000.014	-000.021	000.009	011.092	012.028	000.015;
000.030	-000.022	000.009	011.094	012.026	000.015;
000.006	-000.020	000.009	011.092	012.028	000.015;
000.003	-000.022	000.008	011.094	012.026	000.015;
000.012	-000.023	000.008	011.094	012.026	000.015;
000.013	-000.023	000.008	011.094	012.026	000.015;
000.029	-000.021	000.008	011.096	012.024	000.015;
-000.000	-000.022	000.008	011.094	012.026	000.015;
000.002	-000.024	000.008	011.096	012.024	000.015;
000.003	-000.023	000.007	011.096	012.024	000.015;
000.022	-000.024	000.007	011.098	012.022	000.015;
000.009	-000.023	000.007	011.098	012.022	000.015;
000.003	-000.023	000.007	011.098	012.022	000.015;
000.004	-000.022	000.006	011.100	012.020	000.015;
000.007	-000.023	000.006	011.100	012.020	000.015;
000.023	-000.023	000.006	011.100	012.020	000.015;
000.002	-000.023	000.006	011.100	012.020	000.015;
000.003	-000.024	000.006	011.102	012.018	000.015;
000.005	-000.022	000.006	011.102	012.018	000.015;
000.002	-000.019	000.005	011.102	012.018	000.015;
000.016	-000.020	000.005	011.104	012.016	000.015;
-000.003	-000.020	000.005	011.104	012.016	000.015;
000.007	-000.019	000.005	011.104	012.016	000.015;
000.000	-000.017	000.004	011.106	012.014	000.015;
000.009	-000.018	000.004	011.106	012.014	000.015;
000.008	-000.017	000.004	011.106	012.014	000.015;
-000.002	-000.015	000.004	011.106	012.014	000.015;
000.005	-000.014	000.004	011.108	012.012	000.015;
000.001	-000.013	000.004	011.108	012.012	000.015;
000.011	-000.013	000.004	011.108	012.012	000.015;
-000.004	-000.010	000.003	011.108	012.012	000.015;
000.003	-000.011	000.003	011.110	012.010	000.015;
000.009	-000.010	000.003	011.110	012.010	000.015;
000.004	-000.007	000.003	011.110	012.010	000.015;
-000.000	-000.006	000.003	011.110	012.010	000.015;
-000.001	-000.006	000.003	011.110	012.010	000.015;
000.005	-000.005	000.003	011.110	012.010	000.015;
000.010	-000.005	000.003	011.110	012.010	000.015;
000.007	-000.002	000.003	011.110	012.010	000.015;
-000.005	-000.000	000.003	011.110	012.010	000.015;
000.000	-000.000	000.003	011.110	012.010	000.015;
000.000	-000.000	000.003	011.112	012.008	000.015;
000.009	000.001	000.003	011.112	012.008	000.015;
000.012	000.003	000.003	011.110	012.010	000.015;
000.004	000.003	000.003	011.110	012.010	000.015;
-000.001	000.004	000.003	011.110	012.010	000.015;
000.007	000.006	000.003	011.110	012.010	000.015;
000.007	000.006	000.003	011.110	012.010	000.015;
000.010	000.008	000.004	011.110	012.010	000.015;
-000.002	000.010	000.004	011.108	012.012	000.015;
-000.001	000.009	000.004	011.108	012.012	000.015;
000.016	000.010	000.004	011.108	012.012	000.015;
000.005	000.012	000.004	011.108	012.012	000.015;
000.010	000.012	000.004	011.108	012.012	000.015;
-000.000	000.011	000.004	011.106	012.014	000.015;
000.009	000.012	000.004	011.106	012.014	000.015;
000.016	000.013	000.005	011.106	012.014	000.015;
000.005	000.012	000.005	011.104	012.016	000.015;
000.004	000.012	000.005	011.104	012.016	000.015;
000.005	000.014	000.005	011.104	012.016	000.015;
000.021	000.014	000.006	011.104	012.016	000.015;
000.005	000.013	000.006	011.102	012.018	000.015;
000.005	000.014	000.006	011.102	012.018	000.015;
000.004	000.014	000.006	011.102	012.018	000.015;
000.015	000.014	000.006	011.102	012.018	000.015;
000.009	000.016	000.007	011.100	012.020	000.015;
000.010	000.015	000.007	011.100	012.020	000.015;
-000.001	000.015	000.007	011.100	012.020	000.015;
000.015	000.015	000.007	011.100	012.020	000.015;
000.016	000.016	000.007	011.098	012.022	000.015;
000.008	000.016	000.008	011.098	012.022	000.015;
000.000	000.017	000.008	011.096	012.024	000.015;
000.006	000.019	000.008	011.096	012.024	000.015;
000.031	000.018	000.008	011.096	012.024	000.015;
000.015	000.018	000.009	011.094	012.026	000.015;
000.007	000.019	000.009	011.094	012.026	000.015;
-000.001	000.020	000.009	011.092	012.028	000.015;
000.021	000.018	000.009	011.092	012.028	000.015;
000.024	000.022	000.010	011.092	012.028	000.015;
000.015	000.019	000.010	011.090	012.030	000.015;
-000.000	000.019	000.010	011.090	012.030	000.015;
000.004	000.020	000.010	011.090	012.030	000.015;
000.030	000.020	000.011	011.090	012.030	000.015;
000.019	000.019	000.011	011.088	012.032	000.015;
000.016	000.019	000.011	011.086	012.034	000.015;
000.002	000.020	000.011	011.086	012.034	000.015;
000.019	000.019	000.012	011.086	012.034	000.015;
000.025	000.018	000.012	011.084	012.036	000.015;
000.020	000.018	000.013	011.082	012.038	000.015;
000.012	000.017	000.013	011.082	012.038	000.015;
000.012	000.015	000.013	011.082	012.038	000.015;
000.006	000.015	000.013	011.080	012.040	000.015;
000.022	000.015	000.013	011.080	012.040	000.015;
000.022	000.014	000.013	011.080	012.040	000.015;
000.018	000.012	000.014	011.080	012.040	000.015;
000.009	000.012	000.014	011.078	012.042	000.015;
000.009	000.009	000.014	011.078	012.042	000.015;
000.030	000.009	000.014	011.078	012.042	000.015;
000.018	000.009	000.014	011.078	012.042	000.015;
000.020	000.009	000.015	011.076	012.044	000.015;
000.007	000.007	000.014	011.076	012.044	000.015;
000.021	000.007	000.015	011.076	012.044	000.015;
000.021	000.006	000.015	011.076	012.044	000.015;
000.018	000.004	000.015	011.074	012.046	000.015;
000.012	000.003	000.015	011.074	012.046	000.015;
000.015	000.003	000.015	011.074	012.046	000.015;
000.023	000.002	000.015	011.074	012.046	000.015;
000.016	000.000	000.015	011.074	012.046	000.015;
000.022	-000.000	000.015	011.074	012.046	000.015;
000.011	-000.003	000.015	011.074	012.046	000.015;
000.022	-000.003	000.015	011.074	012.046	000.015;
000.017	-000.003	000.015	011.074	012.046	000.015;
000.022	-000.004	000.015	011.074	012.046	000.015;
000.013	-000.004	000.015	011.074	012.046	000.015;
000.011	-000.006	000.015	011.074	012.046	000.015;
000.022	-000.006	000.015	011.074	012.046	000.015;
000.022	-000.008	000.015	011.074	012.046	000.015;
000.015	-000.009	000.015	011.074	012.046	000.015;
000.012	-000.009	000.015	011.074	012.046	000.015;
000.014	-000.009	000.015	011.074	012.046	000.015;
000.027	-000.011	000.015	011.074	012.046	000.015;
000.019	-000.011	000.015	011.074	012.046	000.015;
000.016	-000.012	000.015	011.074	012.046	000.015;
000.011	-000.013	000.015	011.074	012.046	000.015;
000.019	-000.015	000.015	011.076	012.044	000.015;
000.023	-000.013	000.015	011.076	012.044	000.015;
000.019	-000.015	000.015	011.076	012.044	000.015;
000.010	-000.016	000.014	011.076	012.044	000.015;
000.012	-000.016	000.014	011.076	012.044	000.015;
000.022	-000.017	000.014	011.078	012.042	000.015;
000.022	-000.019	000.014	011.078	012.042	000.015;
000.017	-000.020	000.014	011.078	012.042	000.015;
000.004	-000.019	000.014	011.078	012.042	000.015;
000.017	-000.020	000.013	011.078	012.042	000.015;
000.028	-000.021	000.014	011.080	012.040	000.015;
000.019	-000.022	000.013	011.078	012.042	000.015;
000.013	-000.022	000.013	011.080	012.040	000.015;
000.007	-000.023	000.013	011.080	012.040	000.015;
000.018	-000.024	000.013	011.082	012.038	000.015;
000.018	-000.024	000.013	011.082	012.038	000.015;
000.019	-000.024	000.012	011.082	012.038	000.015;
000.020	-000.025	000.012	011.082	012.038	000.015;
000.009	-000.025	000.012	011.082	012.038	000.015;
000.007	-000.026	000.012	011.084	012.036	000.015;
000.014	-000.027	000.011	011.084	012.036	000.015;
000.018	-000.026	000.011	011.086	012.034	000.015;
000.018	-000.026	000.011	011.086	012.034	000.015;
000.003	-000.028	000.011	011.086	012.034	000.015;
000.007	-000.028	000.010	011.088	012.032	000.015;
000.020	-000.028	000.010	011.088	012.032	000.015;
000.018	-000.029	000.010	011.088	012.032	000.015;
000.013	-000.030	000.010	011.088	012.032	000.015;
-000.003	-000.029	000.009	011.090	012.030	000.015;
000.014	-000.028	000.009	011.092	012.028	000.015;
000.013	-000.029	000.009	011.092	012.028	000.015;
000.019	-000.030	000.009	011.092	012.028	000.015;
000.010	-000.030	000.009	011.092	012.028	000.015;
-000.002	-000.030	000.008	011.094	012.026	000.015;
000.013	-000.030	000.008	011.096	012.024	000.015;
000.018	-000.030	000.008	011.096	012.024	000.015;
000.019	-000.030	000.008	011.096	012.024	000.015;
000.007	-000.030	000.007	011.096	012.024	000.015;
-000.000	-000.031	000.007	011.098	012.022	000.015;
000.014	-000.030	000.007	011.098	012.022	000.015;
000.005	-000.030	000.006	011.100	012.020	000.015;
000.019	-000.030	000.006	011.100	012.020	000.015;
-000.001	-000.030	000.006	011.100	012.020	000.015;
-000.003	-000.028	000.005	011.102	012.018	000.015;
000.012	-000.029	000.005	011.104	012.016	000.015;
000.010	-000.029	000.005	011.104	012.016	000.015;
000.011	-000.027	000.005	011.104	012.016	000.015;
-000.002	-000.027	000.004	011.104	012.016	000.015;
000.000	-000.026	000.004	011.106	012.014	000.015;
000.012	-000.024	000.004	011.108	012.012	000.015;
000.008	-000.024	000.004	011.108	012.012	000.015;
000.009	-000.024	000.004	011.108	012.012	000.015;
-000.002	-000.023	000.003	011.108	012.012	000.015;
000.000	-000.021	000.003	011.110	012.010	000.015;
000.010	-000.021	000.003	011.110	012.010	000.015;
000.011	-000.020	000.003	011.110	012.010	000.015;
000.002	-000.019	000.003	011.110	012.010	000.015;
-000.001	-000.019	000.002	011.112	012.008	000.015;
000.003	-000.019	000.002	011.112	012.008	000.015;
000.008	-000.017	000.002	011.112	012.008	000.015;
000.006	-000.015	000.002	011.112	012.008	000.015;
-000.005	-000.014	000.002	011.114	012.006	000.015;
000.000	-000.013	000.002	011.114	012.006	000.015;
000.003	-000.011	000.002	011.114	012.006	000.015;
000.003	-000.012	000.002	011.114	012.006	000.015;
000.004	-000.010	000.001	011.114	012.006	000.015;
000.001	-000.008	000.001	011.116	012.004	000.015;
-000.005	-000.008	000.001	011.116	012.004	000.015;
00014	011.078	07	000.001	011.116	012.004	000.015;
000.004	-000.005	000.001	011.116	012.004	000.015;
000.002	-000.004	000.001	0112.042	000.015;
000.031	-000.006	000.014	011.078	012.042	000.015;
000.017	-000.006	000.014	011.078	012.042	000.015;
000.004	-000.007	000.014	011.078	012.042	000.015;
000.009	-000.009	000.013	011.078	012.042	000.015;
000.024	-000.008	000.014	011.080	012.040	000.015;
000.031	-000.010	000.014	011.078	012.042	000.015;
000.019	-000.012	000.014	011.078	012.042	000.015;
000.001	-000.012	000.013	011.078	012.042	000.015;
000.012	-000.010	000.013	011.080	012.040	000.015;
000.019	-000.013	000.013	011.080	012.040	000.015;
000.032	-000.013	000.014	011.080	012.040	000.015;
000.014	-000.012	000.013	011.078	012.042	000.015;
000.014	-000.013	000.013	011.080	012.040	000.015;
000.005	-000.015	000.013	011.080	012.040	000.015;
000.012	-000.016	000.013	011.080	012.040	000.015;
000.024	-000.015	000.013	011.082	012.038	000.015;
000.034	-000.017	000.013	011.080	012.040	000.015;
000.011	-000.018	000.013	011.080	012.040	000.015;
000.004	-000.019	000.013	011.080	012.040	000.015;
000.013	-000.020	000.012	011.082	012.038	000.015;
000.028	-000.022	000.012	011.082	012.038	000.015;
000.023	-000.021	000.012	011.082	012.038	000.015;
000.007	-000.021	000.012	011.082	012.038	000.015;
000.007	-000.022	000.012	011.084	012.036	000.015;
000.012	-000.023	000.012	011.084	012.036	000.015;
000.024	-000.022	000.012	011.084	012.036	000.015;
000.018	-000.024	000.011	011.084	012.036	000.015;
000.008	-000.025	000.011	011.086	012.034	000.015;
000.006	-000.024	000.011	011.086	012.034	000.015;
000.004	-000.024	000.010	011.088	012.032	000.015;
000.029	-000.025	000.011	011.088	012.032	000.015;
000.011	-000.026	000.010	011.088	012.032	000.015;
000.005	-000.026	000.010	011.088	012.032	000.015;
000.003	-000.026	000.010	011.090	012.030	000.015;
000.004	-000.027	000.009	011.090	012.030	000.015;
000.024	-000.026	000.009	011.092	012.028	000.015;
000.004	-000.025	000.009	011.092	012.028	000.015;
000.010	-000.025	000.009	011.092	012.028	000.015;
000.006	-000.024	000.008	011.094	012.026	000.015;
000.015	-000.024	000.008	011.094	012.026	000.015;
000.023	-000.024	000.008	011.094	012.026	000.015;
000.004	-000.024	000.008	011.094	012.026	000.015;
000.004	-000.022	000.008	011.096	012.024	000.015;
000.005	-000.021	000.007	011.096	012.024	000.015;
000.016	-000.021	000.007	011.098	012.022	000.015;
000.015	-000.021	000.007	011.098	012.022	000.015;
000.004	-000.019	000.007	011.098	012.022	000.015;
000.004	-000.020	000.007	011.098	012.022	000.015;
000.008	-000.020	000.007	011.100	012.020	000.015;
000.007	-000.019	000.006	011.100	012.020	000.015;
000.002	-000.018	000.006	011.100	012.020	000.015;
000.001	-000.018	000.006	011.102	012.018	000.015;
000.003	-000.017	000.006	011.102	012.018	000.015;
000.015	-000.016	000.006	011.102	012.018	000.015;
000.006	-000.017	000.005	011.102	012.018	000.015;
000.008	-000.016	000.005	011.104	012.016	000.015;
000.004	-000.014	000.005	011.104	012.016	000.015;
000.010	-000.014	000.005	011.104	012.016	000.015;
000.018	-000.014	000.005	011.104	012.016	000.015;
000.002	-000.012	000.005	011.104	012.016	000.015;
-000.001	-000.012	000.005	011.104	012.016	000.015;
-000.001	-000.013	000.005	011.106	012.014	000.015;
000.002	-000.012	000.004	011.106	012.014	000.015;
000.016	-000.011	000.005	011.106	012.014	000.015;
000.017	-000.010	000.005	011.106	012.014	000.015;
000.005	-000.009	000.005	011.106	012.014	000.015;
-000.003	-000.008	000.004	011.106	012.014	000.015;
000.005	-000.009	000.004	011.106	012.014	000.015;
000.023	-000.008	000.005	011.106	012.014	000.015;
000.007	-000.007	000.004	011.106	012.014	000.015;
000.001	-000.006	000.004	011.106	012.014	000.015;
-000.005	-000.006	000.004	011.106	012.014	000.015;
000.017	-000.004	000.004	011.108	012.012	000.015;
000.015	-000.004	000.004	011.106	012.014	000.015;
000.009	-000.005	000.005	011.106	012.014	000.015;
000.001	-000.004	000.004	011.106	012.014	000.015;
000.000	-000.003	000.004	011.106	012.014	000.015;
000.021	-000.002	000.005	011.106	012.014	000.015;
000.000	-000.002	000.004	011.106	012.014	000.015;
000.003	-000.001	000.004	011.106	012.014	000.015;
-000.001	-000.002	000.004	011.106	012.014	000.015;
000.013	-000.001	000.004	011.106	012.014	000.015;
000.006	000.000	000.004	011.106	012.014	000.015;
000.006	000.001	000.004	011.106	012.014	000.015;
-000.000	000.000	000.004	011.106	012.014	000.015;
000.005	000.001	000.004	011.106	012.014	000.015;
000.012	000.002	000.005	011.106	012.014	000.015;
-000.001	000.001	000.004	011.106	012.014	000.015;
000.005	000.002	000.005	011.106	012.014	000.015;
-000.001	000.002	000.004	011.106	012.014	000.015;
000.022	000.003	000.005	011.106	012.014	000.015;
000.002	000.002	000.005	011.106	012.014	000.015;
000.008	000.003	000.005	011.106	012.014	000.015;
000.001	000.003	000.005	011.104	012.016	000.015;
000.005	000.001	000.005	011.106	012.014	000.015;
000.030	000.003	000.005	011.106	012.014	000.015;
000.001	000.004	000.005	011.104	012.016	000.015;
000.006	000.002	000.005	011.104	012.016	000.015;
-000.002	000.003	000.005	011.104	012.016	000.015;
000.022	000.004	000.006	011.104	012.016	000.015;
000.015	000.003	000.006	011.102	012.018	000.015;
000.007	000.003	000.006	011.102	012.018	000.015;
-000.001	000.004	000.006	011.102	012.018	000.015;
000.005	000.004	000.006	011.102	012.018	000.015;
000.019	000.003	000.006	011.102	012.018	000.015;
000.006	000.003	000.006	011.102	012.018	000.015;
000.005	000.004	000.006	011.102	012.018	000.015;
-000.002	000.003	000.006	011.100	012.020	000.015;
000.019	000.003	000.006	011.102	012.018	000.015;
000.003	000.005	000.006	011.100	012.020	000.015;
000.003	000.002	000.006	011.100	012.020	000.015;
000.009	000.005	000.006	011.100	012.020	000.015;
-000.001	000.006	000.006	011.100	012.020	000.015;
000.014	000.004	000.007	011.100	012.020	000.015;
000.009	000.005	000.007	011.100	012.020	000.015;
000.008	000.005	000.007	011.100	012.020	000.015;
-000.001	000.006	000.007	011.100	012.020	000.015;
000.004	000.006	000.007	011.100	012.020	000.015;
000.019	000.007	000.007	011.100	012.020	000.015;
000.003	000.007	000.007	011.098	012.022	000.015;
000.006	000.006	000.007	011.098	012.022	000.015;
000.003	000.007	000.007	011.098	012.022	000.015;
000.022	000.008	000.007	011.098	012.022	000.015;
000.019	000.007	000.008	011.098	012.022	000.015;
000.006	000.006	000.008	011.096	012.024	000.015;
-000.001	000.007	000.008	011.096	012.024	000.015;
000.011	000.005	000.008	011.096	012.024	000.015;
000.026	000.007	000.008	011.096	012.024	000.015;
000.013	000.008	000.008	011.096	012.024	000.015;
000.004	000.006	000.008	011.094	012.026	000.015;
000.000	000.006	000.008	011.094	012.026	000.015;
000.022	000.007	000.009	011.094	012.026	000.015;
000.021	000.006	000.009	011.094	012.026	000.015;
000.014	000.005	000.009	011.092	012.028	000.015;
000.004	000.006	000.009	011.092	012.028	000.015;
000.011	000.008	000.009	011.092	012.028	000.015;
000.027	000.006	000.010	011.092	012.028	000.015;
000.009	000.006	000.010	011.090	012.030	000.015;
000.006	000.006	000.010	011.090	012.030	000.015;
000.004	000.006	000.010	011.090	012.030	000.015;
000.025	000.004	000.010	011.090	012.030	000.015;
000.010	000.006	000.010	011.090	012.030	000.015;
000.010	000.005	000.010	011.090	012.030	000.015;
000.002	000.005	000.010	011.090	012.030	000.015;
000.021	000.005	000.010	011.090	012.030	000.015;
000.018	000.005	000.010	011.090	012.030	000.015;
000.009	000.004	000.010	011.088	012.032	000.015;
000.008	000.004	000.010	011.088	012.032	000.015;
000.009	000.005	000.010	011.088	012.032	000.015;
000.028	000.004	000.011	011.088	012.032	000.015;
000.008	000.004	000.011	011.088	012.032	000.015;
000.007	000.004	000.011	011.088	012.032	000.015;
000.003	000.003	000.011	011.088	012.032	000.015;
000.019	000.001	000.011	011.088	012.032	000.015;
000.028	000.002	000.011	011.088	012.032	000.015;
000.012	000.003	000.011	011.086	012.034	000.015;
000.004	000.001	000.011	011.086	012.034	000.015;
000.006	000.001	000.011	011.086	012.034	000.015;
000.030	000.000	000.011	011.086	012.034	000.015;
000.030	-000.001	000.012	011.086	012.034	000.015;
000.023	-000.001	000.012	011.084	012.036	000.015;
000.013	-000.000	000.012	011.084	012.036	000.015;
000.002	-000.001	000.012	011.084	012.036	000.015;
000.013	-000.003	000.012	011.084	012.036	000.015;
000.030	-000.003	000.012	011.084	012.036	000.015;
000.020	-000.003	000.012	011.084	012.036	000.015;
000.006	-000.005	000.012	011.082	012.038	000.015;
000.001	-000.005	000.012	011.084	012.036	000.015;
000.019	-000.004	000.012	011.084	012.036	000.015;
